Day,Month,Year,Humidity,State,Suburb,location,Windspeed,Date Time
12,12,2009,82.0,VIC,Ballarat,Ballarat North,20,2009-12-12
13,12,2009,98.0,VIC,Ballarat,Ballarat North,17,2009-12-13
14,12,2009,66.0,VIC,Ballarat,Ballarat North,24,2009-12-14
15,12,2009,28.0,VIC,Ballarat,Ballarat North,13,2009-12-15
16,12,2009,27.0,VIC,Ballarat,Ballarat North,28,2009-12-16
17,12,2009,72.0,VIC,Ballarat,Ballarat North,4,2009-12-17
18,12,2009,66.0,VIC,Ballarat,Ballarat North,22,2009-12-18
19,12,2009,89.0,VIC,Ballarat,Ballarat North,17,2009-12-19
20,12,2009,65.0,VIC,Ballarat,Ballarat North,24,2009-12-20
21,12,2009,42.0,VIC,Ballarat,Ballarat North,7,2009-12-21
22,12,2009,51.0,VIC,Ballarat,Ballarat North,15,2009-12-22
23,12,2009,38.0,VIC,Ballarat,Ballarat North,31,2009-12-23
24,12,2009,57.0,VIC,Ballarat,Ballarat North,11,2009-12-24
25,12,2009,62.0,VIC,Ballarat,Ballarat North,31,2009-12-25
26,12,2009,64.0,VIC,Ballarat,Ballarat North,28,2009-12-26
27,12,2009,68.0,VIC,Ballarat,Ballarat North,20,2009-12-27
28,12,2009,54.0,VIC,Ballarat,Ballarat North,13,2009-12-28
29,12,2009,60.0,VIC,Ballarat,Ballarat North,22,2009-12-29
30,12,2009,41.0,VIC,Ballarat,Ballarat North,31,2009-12-30
31,12,2009,52.0,VIC,Ballarat,Ballarat North,35,2009-12-31
1,1,2010,99.0,VIC,Ballarat,Ballarat North,9,2010-01-01
2,1,2010,88.0,VIC,Ballarat,Ballarat North,22,2010-01-02
3,1,2010,65.0,VIC,Ballarat,Ballarat North,20,2010-01-03
4,1,2010,64.0,VIC,Ballarat,Ballarat North,13,2010-01-04
5,1,2010,42.0,VIC,Ballarat,Ballarat North,20,2010-01-05
6,1,2010,76.0,VIC,Ballarat,Ballarat North,24,2010-01-06
7,1,2010,69.0,VIC,Ballarat,Ballarat North,24,2010-01-07
8,1,2010,33.0,VIC,Ballarat,Ballarat North,19,2010-01-08
9,1,2010,22.0,VIC,Ballarat,Ballarat North,24,2010-01-09
10,1,2010,36.0,VIC,Ballarat,Ballarat North,7,2010-01-10
11,1,2010,24.0,VIC,Ballarat,Ballarat North,22,2010-01-11
12,1,2010,56.0,VIC,Ballarat,Ballarat North,9,2010-01-12
13,1,2010,71.0,VIC,Ballarat,Ballarat North,20,2010-01-13
14,1,2010,62.0,VIC,Ballarat,Ballarat North,26,2010-01-14
15,1,2010,65.0,VIC,Ballarat,Ballarat North,22,2010-01-15
16,1,2010,28.0,VIC,Ballarat,Ballarat North,20,2010-01-16
17,1,2010,71.0,VIC,Ballarat,Ballarat North,22,2010-01-17
18,1,2010,80.0,VIC,Ballarat,Ballarat North,24,2010-01-18
19,1,2010,57.0,VIC,Ballarat,Ballarat North,22,2010-01-19
20,1,2010,71.0,VIC,Ballarat,Ballarat North,11,2010-01-20
21,1,2010,68.0,VIC,Ballarat,Ballarat North,2,2010-01-21
22,1,2010,31.0,VIC,Ballarat,Ballarat North,22,2010-01-22
23,1,2010,66.0,VIC,Ballarat,Ballarat North,24,2010-01-23
24,1,2010,61.0,VIC,Ballarat,Ballarat North,26,2010-01-24
25,1,2010,72.0,VIC,Ballarat,Ballarat North,22,2010-01-25
26,1,2010,54.0,VIC,Ballarat,Ballarat North,0,2010-01-26
27,1,2010,68.0,VIC,Ballarat,Ballarat North,31,2010-01-27
28,1,2010,75.0,VIC,Ballarat,Ballarat North,22,2010-01-28
29,1,2010,71.0,VIC,Ballarat,Ballarat North,31,2010-01-29
30,1,2010,54.0,VIC,Ballarat,Ballarat North,15,2010-01-30
31,1,2010,46.0,VIC,Ballarat,Ballarat North,41,2010-01-31
1,2,2010,67.0,VIC,Ballarat,Ballarat North,33,2010-02-01
2,2,2010,45.0,VIC,Ballarat,Ballarat North,37,2010-02-02
3,2,2010,41.0,VIC,Ballarat,Ballarat North,37,2010-02-03
4,2,2010,50.0,VIC,Ballarat,Ballarat North,33,2010-02-04
5,2,2010,90.0,VIC,Ballarat,Ballarat North,28,2010-02-05
6,2,2010,65.0,VIC,Ballarat,Ballarat North,43,2010-02-06
7,2,2010,63.0,VIC,Ballarat,Ballarat North,9,2010-02-07
8,2,2010,45.0,VIC,Ballarat,Ballarat North,13,2010-02-08
9,2,2010,55.0,VIC,Ballarat,Ballarat North,26,2010-02-09
10,2,2010,53.0,VIC,Ballarat,Ballarat North,20,2010-02-10
11,2,2010,68.0,VIC,Ballarat,Ballarat North,15,2010-02-11
12,2,2010,97.0,VIC,Ballarat,Ballarat North,15,2010-02-12
13,2,2010,87.0,VIC,Ballarat,Ballarat North,22,2010-02-13
14,2,2010,99.0,VIC,Ballarat,Ballarat North,13,2010-02-14
15,2,2010,82.0,VIC,Ballarat,Ballarat North,37,2010-02-15
16,2,2010,68.0,VIC,Ballarat,Ballarat North,39,2010-02-16
17,2,2010,96.0,VIC,Ballarat,Ballarat North,15,2010-02-17
18,2,2010,66.0,VIC,Ballarat,Ballarat North,37,2010-02-18
19,2,2010,54.0,VIC,Ballarat,Ballarat North,35,2010-02-19
20,2,2010,39.0,VIC,Ballarat,Ballarat North,31,2010-02-20
21,2,2010,80.0,VIC,Ballarat,Ballarat North,9,2010-02-21
22,2,2010,74.0,VIC,Ballarat,Ballarat North,13,2010-02-22
23,2,2010,72.0,VIC,Ballarat,Ballarat North,19,2010-02-23
24,2,2010,73.0,VIC,Ballarat,Ballarat North,28,2010-02-24
25,2,2010,65.0,VIC,Ballarat,Ballarat North,30,2010-02-25
26,2,2010,53.0,VIC,Ballarat,Ballarat North,28,2010-02-26
27,2,2010,99.0,VIC,Ballarat,Ballarat North,19,2010-02-27
28,2,2010,68.0,VIC,Ballarat,Ballarat North,26,2010-02-28
1,3,2010,56.0,VIC,Ballarat,Ballarat North,46,2010-03-01
2,3,2010,68.0,VIC,Ballarat,Ballarat North,33,2010-03-02
3,3,2010,71.0,VIC,Ballarat,Ballarat North,19,2010-03-03
4,3,2010,52.0,VIC,Ballarat,Ballarat North,15,2010-03-04
5,3,2010,60.0,VIC,Ballarat,Ballarat North,17,2010-03-05
6,3,2010,82.0,VIC,Ballarat,Ballarat North,7,2010-03-06
7,3,2010,73.0,VIC,Ballarat,Ballarat North,11,2010-03-07
8,3,2010,99.0,VIC,Ballarat,Ballarat North,20,2010-03-08
9,3,2010,91.0,VIC,Ballarat,Ballarat North,28,2010-03-09
10,3,2010,69.0,VIC,Ballarat,Ballarat North,19,2010-03-10
11,3,2010,77.0,VIC,Ballarat,Ballarat North,28,2010-03-11
12,3,2010,69.0,VIC,Ballarat,Ballarat North,15,2010-03-12
13,3,2010,67.0,VIC,Ballarat,Ballarat North,19,2010-03-13
14,3,2010,64.0,VIC,Ballarat,Ballarat North,0,2010-03-14
15,3,2010,58.0,VIC,Ballarat,Ballarat North,15,2010-03-15
16,3,2010,47.0,VIC,Ballarat,Ballarat North,22,2010-03-16
17,3,2010,48.0,VIC,Ballarat,Ballarat North,22,2010-03-17
18,3,2010,49.0,VIC,Ballarat,Ballarat North,22,2010-03-18
19,3,2010,77.0,VIC,Ballarat,Ballarat North,6,2010-03-19
20,3,2010,97.0,VIC,Ballarat,Ballarat North,9,2010-03-20
21,3,2010,69.0,VIC,Ballarat,Ballarat North,15,2010-03-21
22,3,2010,77.0,VIC,Ballarat,Ballarat North,13,2010-03-22
23,3,2010,77.0,VIC,Ballarat,Ballarat North,19,2010-03-23
24,3,2010,99.0,VIC,Ballarat,Ballarat North,13,2010-03-24
25,3,2010,81.0,VIC,Ballarat,Ballarat North,13,2010-03-25
26,3,2010,55.0,VIC,Ballarat,Ballarat North,9,2010-03-26
27,3,2010,91.5,VIC,Ballarat,Ballarat North,18,2010-03-27
28,3,2010,63.0,VIC,Ballarat,Ballarat North,20,2010-03-28
29,3,2010,99.0,VIC,Ballarat,Ballarat North,15,2010-03-29
30,3,2010,99.0,VIC,Ballarat,Ballarat North,17,2010-03-30
31,3,2010,82.0,VIC,Ballarat,Ballarat North,28,2010-03-31
1,4,2010,99.0,VIC,Ballarat,Ballarat North,13,2010-04-01
2,4,2010,93.0,VIC,Ballarat,Ballarat North,17,2010-04-02
3,4,2010,98.0,VIC,Ballarat,Ballarat North,17,2010-04-03
4,4,2010,69.0,VIC,Ballarat,Ballarat North,7,2010-04-04
5,4,2010,56.0,VIC,Ballarat,Ballarat North,28,2010-04-05
6,4,2010,56.0,VIC,Ballarat,Ballarat North,17,2010-04-06
7,4,2010,99.0,VIC,Ballarat,Ballarat North,17,2010-04-07
8,4,2010,96.0,VIC,Ballarat,Ballarat North,19,2010-04-08
9,4,2010,96.0,VIC,Ballarat,Ballarat North,6,2010-04-09
10,4,2010,100.0,VIC,Ballarat,Ballarat North,17,2010-04-10
11,4,2010,70.0,VIC,Ballarat,Ballarat North,48,2010-04-11
12,4,2010,87.0,VIC,Ballarat,Ballarat North,20,2010-04-12
13,4,2010,72.0,VIC,Ballarat,Ballarat North,22,2010-04-13
14,4,2010,88.0,VIC,Ballarat,Ballarat North,15,2010-04-14
15,4,2010,98.0,VIC,Ballarat,Ballarat North,20,2010-04-15
16,4,2010,75.0,VIC,Ballarat,Ballarat North,15,2010-04-16
17,4,2010,74.0,VIC,Ballarat,Ballarat North,13,2010-04-17
18,4,2010,57.0,VIC,Ballarat,Ballarat North,20,2010-04-18
19,4,2010,59.0,VIC,Ballarat,Ballarat North,19,2010-04-19
20,4,2010,68.0,VIC,Ballarat,Ballarat North,19,2010-04-20
21,4,2010,79.0,VIC,Ballarat,Ballarat North,11,2010-04-21
22,4,2010,69.0,VIC,Ballarat,Ballarat North,19,2010-04-22
23,4,2010,58.0,VIC,Ballarat,Ballarat North,26,2010-04-23
24,4,2010,90.0,VIC,Ballarat,Ballarat North,20,2010-04-24
25,4,2010,98.0,VIC,Ballarat,Ballarat North,15,2010-04-25
26,4,2010,98.0,VIC,Ballarat,Ballarat North,20,2010-04-26
27,4,2010,76.0,VIC,Ballarat,Ballarat North,9,2010-04-27
28,4,2010,92.0,VIC,Ballarat,Ballarat North,30,2010-04-28
29,4,2010,99.0,VIC,Ballarat,Ballarat North,22,2010-04-29
30,4,2010,98.0,VIC,Ballarat,Ballarat North,13,2010-04-30
1,5,2010,99.0,VIC,Ballarat,Ballarat North,26,2010-05-01
2,5,2010,81.0,VIC,Ballarat,Ballarat North,2,2010-05-02
3,5,2010,76.0,VIC,Ballarat,Ballarat North,2,2010-05-03
4,5,2010,58.0,VIC,Ballarat,Ballarat North,35,2010-05-04
5,5,2010,98.0,VIC,Ballarat,Ballarat North,17,2010-05-05
6,5,2010,98.0,VIC,Ballarat,Ballarat North,15,2010-05-06
7,5,2010,99.0,VIC,Ballarat,Ballarat North,24,2010-05-07
8,5,2010,85.0,VIC,Ballarat,Ballarat North,7,2010-05-08
9,5,2010,99.0,VIC,Ballarat,Ballarat North,22,2010-05-09
10,5,2010,86.0,VIC,Ballarat,Ballarat North,30,2010-05-10
11,5,2010,95.0,VIC,Ballarat,Ballarat North,20,2010-05-11
12,5,2010,99.0,VIC,Ballarat,Ballarat North,9,2010-05-12
13,5,2010,100.0,VIC,Ballarat,Ballarat North,13,2010-05-13
14,5,2010,99.0,VIC,Ballarat,Ballarat North,11,2010-05-14
15,5,2010,98.0,VIC,Ballarat,Ballarat North,9,2010-05-15
16,5,2010,99.0,VIC,Ballarat,Ballarat North,0,2010-05-16
17,5,2010,99.0,VIC,Ballarat,Ballarat North,2,2010-05-17
18,5,2010,98.0,VIC,Ballarat,Ballarat North,0,2010-05-18
19,5,2010,98.0,VIC,Ballarat,Ballarat North,0,2010-05-19
20,5,2010,91.0,VIC,Ballarat,Ballarat North,6,2010-05-20
21,5,2010,92.0,VIC,Ballarat,Ballarat North,15,2010-05-21
22,5,2010,98.0,VIC,Ballarat,Ballarat North,20,2010-05-22
23,5,2010,75.0,VIC,Ballarat,Ballarat North,24,2010-05-23
24,5,2010,60.0,VIC,Ballarat,Ballarat North,24,2010-05-24
25,5,2010,98.0,VIC,Ballarat,Ballarat North,17,2010-05-25
26,5,2010,99.0,VIC,Ballarat,Ballarat North,13,2010-05-26
27,5,2010,99.0,VIC,Ballarat,Ballarat North,17,2010-05-27
28,5,2010,96.0,VIC,Ballarat,Ballarat North,13,2010-05-28
29,5,2010,99.0,VIC,Ballarat,Ballarat North,11,2010-05-29
30,5,2010,99.0,VIC,Ballarat,Ballarat North,28,2010-05-30
31,5,2010,84.0,VIC,Ballarat,Ballarat North,26,2010-05-31
1,6,2010,98.0,VIC,Ballarat,Ballarat North,2,2010-06-01
2,6,2010,99.0,VIC,Ballarat,Ballarat North,4,2010-06-02
3,6,2010,99.0,VIC,Ballarat,Ballarat North,9,2010-06-03
4,6,2010,99.0,VIC,Ballarat,Ballarat North,17,2010-06-04
5,6,2010,99.0,VIC,Ballarat,Ballarat North,0,2010-06-05
6,6,2010,99.0,VIC,Ballarat,Ballarat North,15,2010-06-06
7,6,2010,99.0,VIC,Ballarat,Ballarat North,7,2010-06-07
8,6,2010,99.0,VIC,Ballarat,Ballarat North,15,2010-06-08
9,6,2010,98.0,VIC,Ballarat,Ballarat North,24,2010-06-09
10,6,2010,99.0,VIC,Ballarat,Ballarat North,7,2010-06-10
11,6,2010,99.0,VIC,Ballarat,Ballarat North,19,2010-06-11
12,6,2010,99.0,VIC,Ballarat,Ballarat North,7,2010-06-12
13,6,2010,73.0,VIC,Ballarat,Ballarat North,11,2010-06-13
14,6,2010,82.0,VIC,Ballarat,Ballarat North,9,2010-06-14
15,6,2010,83.0,VIC,Ballarat,Ballarat North,7,2010-06-15
16,6,2010,99.0,VIC,Ballarat,Ballarat North,20,2010-06-16
17,6,2010,98.0,VIC,Ballarat,Ballarat North,22,2010-06-17
18,6,2010,99.0,VIC,Ballarat,Ballarat North,24,2010-06-18
19,6,2010,99.0,VIC,Ballarat,Ballarat North,13,2010-06-19
20,6,2010,99.0,VIC,Ballarat,Ballarat North,15,2010-06-20
21,6,2010,99.0,VIC,Ballarat,Ballarat North,14,2010-06-21
22,6,2010,86.0,VIC,Ballarat,Ballarat North,20,2010-06-22
23,6,2010,84.0,VIC,Ballarat,Ballarat North,26,2010-06-23
24,6,2010,91.0,VIC,Ballarat,Ballarat North,26,2010-06-24
25,6,2010,100.0,VIC,Ballarat,Ballarat North,28,2010-06-25
26,6,2010,99.0,VIC,Ballarat,Ballarat North,13,2010-06-26
27,6,2010,99.0,VIC,Ballarat,Ballarat North,1,2010-06-27
28,6,2010,98.0,VIC,Ballarat,Ballarat North,5,2010-06-28
29,6,2010,99.0,VIC,Ballarat,Ballarat North,30,2010-06-29
30,6,2010,99.0,VIC,Ballarat,Ballarat North,17,2010-06-30
1,7,2010,99.0,VIC,Ballarat,Ballarat North,17,2010-07-01
2,7,2010,100.0,VIC,Ballarat,Ballarat North,19,2010-07-02
3,7,2010,98.0,VIC,Ballarat,Ballarat North,11,2010-07-03
4,7,2010,100.0,VIC,Ballarat,Ballarat North,4,2010-07-04
5,7,2010,98.0,VIC,Ballarat,Ballarat North,4,2010-07-05
6,7,2010,99.0,VIC,Ballarat,Ballarat North,20,2010-07-06
7,7,2010,99.0,VIC,Ballarat,Ballarat North,10,2010-07-07
8,7,2010,91.0,VIC,Ballarat,Ballarat North,0,2010-07-08
9,7,2010,98.0,VIC,Ballarat,Ballarat North,21,2010-07-09
10,7,2010,81.0,VIC,Ballarat,Ballarat North,44,2010-07-10
11,7,2010,100.0,VIC,Ballarat,Ballarat North,22,2010-07-11
12,7,2010,100.0,VIC,Ballarat,Ballarat North,20,2010-07-12
13,7,2010,79.0,VIC,Ballarat,Ballarat North,28,2010-07-13
14,7,2010,99.0,VIC,Ballarat,Ballarat North,30,2010-07-14
15,7,2010,100.0,VIC,Ballarat,Ballarat North,13,2010-07-15
16,7,2010,92.0,VIC,Ballarat,Ballarat North,0,2010-07-16
17,7,2010,99.0,VIC,Ballarat,Ballarat North,17,2010-07-17
18,7,2010,98.0,VIC,Ballarat,Ballarat North,30,2010-07-18
19,7,2010,100.0,VIC,Ballarat,Ballarat North,0,2010-07-19
20,7,2010,98.0,VIC,Ballarat,Ballarat North,39,2010-07-20
21,7,2010,100.0,VIC,Ballarat,Ballarat North,0,2010-07-21
22,7,2010,100.0,VIC,Ballarat,Ballarat North,7,2010-07-22
23,7,2010,98.0,VIC,Ballarat,Ballarat North,15,2010-07-23
24,7,2010,80.0,VIC,Ballarat,Ballarat North,9,2010-07-24
25,7,2010,99.0,VIC,Ballarat,Ballarat North,20,2010-07-25
26,7,2010,100.0,VIC,Ballarat,Ballarat North,2,2010-07-26
27,7,2010,99.0,VIC,Ballarat,Ballarat North,19,2010-07-27
28,7,2010,77.0,VIC,Ballarat,Ballarat North,15,2010-07-28
29,7,2010,100.0,VIC,Ballarat,Ballarat North,19,2010-07-29
30,7,2010,100.0,VIC,Ballarat,Ballarat North,20,2010-07-30
31,7,2010,98.0,VIC,Ballarat,Ballarat North,22,2010-07-31
1,8,2010,98.0,VIC,Ballarat,Ballarat North,19,2010-08-01
2,8,2010,99.0,VIC,Ballarat,Ballarat North,28,2010-08-02
3,8,2010,84.0,VIC,Ballarat,Ballarat North,7,2010-08-03
4,8,2010,99.0,VIC,Ballarat,Ballarat North,22,2010-08-04
5,8,2010,99.0,VIC,Ballarat,Ballarat North,13,2010-08-05
6,8,2010,99.0,VIC,Ballarat,Ballarat North,11,2010-08-06
7,8,2010,92.0,VIC,Ballarat,Ballarat North,13,2010-08-07
8,8,2010,81.0,VIC,Ballarat,Ballarat North,26,2010-08-08
9,8,2010,74.0,VIC,Ballarat,Ballarat North,20,2010-08-09
10,8,2010,98.0,VIC,Ballarat,Ballarat North,24,2010-08-10
11,8,2010,99.0,VIC,Ballarat,Ballarat North,11,2010-08-11
12,8,2010,98.0,VIC,Ballarat,Ballarat North,31,2010-08-12
13,8,2010,99.0,VIC,Ballarat,Ballarat North,9,2010-08-13
14,8,2010,88.0,VIC,Ballarat,Ballarat North,35,2010-08-14
15,8,2010,99.0,VIC,Ballarat,Ballarat North,28,2010-08-15
16,8,2010,94.0,VIC,Ballarat,Ballarat North,22,2010-08-16
17,8,2010,91.0,VIC,Ballarat,Ballarat North,36,2010-08-17
18,8,2010,85.0,VIC,Ballarat,Ballarat North,43,2010-08-18
19,8,2010,76.0,VIC,Ballarat,Ballarat North,26,2010-08-19
20,8,2010,84.0,VIC,Ballarat,Ballarat North,26,2010-08-20
21,8,2010,99.0,VIC,Ballarat,Ballarat North,20,2010-08-21
22,8,2010,99.0,VIC,Ballarat,Ballarat North,24,2010-08-22
23,8,2010,77.0,VIC,Ballarat,Ballarat North,28,2010-08-23
24,8,2010,98.0,VIC,Ballarat,Ballarat North,30,2010-08-24
25,8,2010,99.0,VIC,Ballarat,Ballarat North,30,2010-08-25
26,8,2010,96.0,VIC,Ballarat,Ballarat North,24,2010-08-26
27,8,2010,98.0,VIC,Ballarat,Ballarat North,20,2010-08-27
28,8,2010,100.0,VIC,Ballarat,Ballarat North,13,2010-08-28
29,8,2010,99.0,VIC,Ballarat,Ballarat North,0,2010-08-29
30,8,2010,81.0,VIC,Ballarat,Ballarat North,15,2010-08-30
31,8,2010,83.0,VIC,Ballarat,Ballarat North,35,2010-08-31
1,9,2010,100.0,VIC,Ballarat,Ballarat North,13,2010-09-01
2,9,2010,88.0,VIC,Ballarat,Ballarat North,20,2010-09-02
3,9,2010,74.0,VIC,Ballarat,Ballarat North,20,2010-09-03
4,9,2010,100.0,VIC,Ballarat,Ballarat North,37,2010-09-04
5,9,2010,91.0,VIC,Ballarat,Ballarat North,28,2010-09-05
6,9,2010,83.0,VIC,Ballarat,Ballarat North,22,2010-09-06
7,9,2010,98.0,VIC,Ballarat,Ballarat North,9,2010-09-07
8,9,2010,79.0,VIC,Ballarat,Ballarat North,28,2010-09-08
9,9,2010,93.0,VIC,Ballarat,Ballarat North,37,2010-09-09
10,9,2010,98.0,VIC,Ballarat,Ballarat North,26,2010-09-10
11,9,2010,71.0,VIC,Ballarat,Ballarat North,22,2010-09-11
12,9,2010,86.0,VIC,Ballarat,Ballarat North,22,2010-09-12
13,9,2010,85.0,VIC,Ballarat,Ballarat North,9,2010-09-13
14,9,2010,68.0,VIC,Ballarat,Ballarat North,24,2010-09-14
15,9,2010,81.0,VIC,Ballarat,Ballarat North,31,2010-09-15
16,9,2010,98.0,VIC,Ballarat,Ballarat North,26,2010-09-16
17,9,2010,84.0,VIC,Ballarat,Ballarat North,20,2010-09-17
18,9,2010,99.0,VIC,Ballarat,Ballarat North,24,2010-09-18
19,9,2010,86.0,VIC,Ballarat,Ballarat North,20,2010-09-19
20,9,2010,99.0,VIC,Ballarat,Ballarat North,17,2010-09-20
21,9,2010,99.0,VIC,Ballarat,Ballarat North,24,2010-09-21
22,9,2010,82.0,VIC,Ballarat,Ballarat North,24,2010-09-22
23,9,2010,81.0,VIC,Ballarat,Ballarat North,22,2010-09-23
24,9,2010,84.0,VIC,Ballarat,Ballarat North,15,2010-09-24
25,9,2010,94.0,VIC,Ballarat,Ballarat North,20,2010-09-25
26,9,2010,93.0,VIC,Ballarat,Ballarat North,11,2010-09-26
27,9,2010,84.0,VIC,Ballarat,Ballarat North,26,2010-09-27
28,9,2010,85.0,VIC,Ballarat,Ballarat North,20,2010-09-28
29,9,2010,74.0,VIC,Ballarat,Ballarat North,19,2010-09-29
30,9,2010,90.0,VIC,Ballarat,Ballarat North,27,2010-09-30
1,10,2010,62.0,VIC,Ballarat,Ballarat North,6,2010-10-01
2,10,2010,56.0,VIC,Ballarat,Ballarat North,17,2010-10-02
3,10,2010,71.0,VIC,Ballarat,Ballarat North,26,2010-10-03
4,10,2010,86.0,VIC,Ballarat,Ballarat North,39,2010-10-04
5,10,2010,91.0,VIC,Ballarat,Ballarat North,19,2010-10-05
6,10,2010,81.0,VIC,Ballarat,Ballarat North,13,2010-10-06
7,10,2010,86.0,VIC,Ballarat,Ballarat North,15,2010-10-07
8,10,2010,98.0,VIC,Ballarat,Ballarat North,19,2010-10-08
9,10,2010,98.0,VIC,Ballarat,Ballarat North,9,2010-10-09
10,10,2010,79.0,VIC,Ballarat,Ballarat North,19,2010-10-10
11,10,2010,67.0,VIC,Ballarat,Ballarat North,44,2010-10-11
12,10,2010,85.0,VIC,Ballarat,Ballarat North,37,2010-10-12
13,10,2010,100.0,VIC,Ballarat,Ballarat North,15,2010-10-13
14,10,2010,89.0,VIC,Ballarat,Ballarat North,19,2010-10-14
15,10,2010,99.0,VIC,Ballarat,Ballarat North,28,2010-10-15
16,10,2010,85.0,VIC,Ballarat,Ballarat North,20,2010-10-16
17,10,2010,98.0,VIC,Ballarat,Ballarat North,20,2010-10-17
18,10,2010,88.0,VIC,Ballarat,Ballarat North,26,2010-10-18
19,10,2010,98.0,VIC,Ballarat,Ballarat North,2,2010-10-19
20,10,2010,73.0,VIC,Ballarat,Ballarat North,13,2010-10-20
21,10,2010,66.0,VIC,Ballarat,Ballarat North,13,2010-10-21
22,10,2010,68.0,VIC,Ballarat,Ballarat North,24,2010-10-22
23,10,2010,99.0,VIC,Ballarat,Ballarat North,19,2010-10-23
24,10,2010,77.0,VIC,Ballarat,Ballarat North,22,2010-10-24
25,10,2010,63.0,VIC,Ballarat,Ballarat North,9,2010-10-25
26,10,2010,63.0,VIC,Ballarat,Ballarat North,24,2010-10-26
27,10,2010,70.0,VIC,Ballarat,Ballarat North,20,2010-10-27
28,10,2010,65.0,VIC,Ballarat,Ballarat North,20,2010-10-28
29,10,2010,73.0,VIC,Ballarat,Ballarat North,37,2010-10-29
30,10,2010,91.0,VIC,Ballarat,Ballarat North,15,2010-10-30
31,10,2010,99.0,VIC,Ballarat,Ballarat North,22,2010-10-31
1,11,2010,88.0,VIC,Ballarat,Ballarat North,13,2010-11-01
2,11,2010,99.0,VIC,Ballarat,Ballarat North,15,2010-11-02
3,11,2010,92.0,VIC,Ballarat,Ballarat North,17,2010-11-03
4,11,2010,71.0,VIC,Ballarat,Ballarat North,26,2010-11-04
5,11,2010,72.0,VIC,Ballarat,Ballarat North,17,2010-11-05
6,11,2010,61.0,VIC,Ballarat,Ballarat North,31,2010-11-06
7,11,2010,80.0,VIC,Ballarat,Ballarat North,31,2010-11-07
8,11,2010,73.0,VIC,Ballarat,Ballarat North,17,2010-11-08
9,11,2010,72.0,VIC,Ballarat,Ballarat North,13,2010-11-09
10,11,2010,52.0,VIC,Ballarat,Ballarat North,15,2010-11-10
11,11,2010,67.0,VIC,Ballarat,Ballarat North,20,2010-11-11
12,11,2010,60.0,VIC,Ballarat,Ballarat North,26,2010-11-12
13,11,2010,99.0,VIC,Ballarat,Ballarat North,22,2010-11-13
14,11,2010,100.0,VIC,Ballarat,Ballarat North,6,2010-11-14
15,11,2010,84.0,VIC,Ballarat,Ballarat North,15,2010-11-15
16,11,2010,80.0,VIC,Ballarat,Ballarat North,13,2010-11-16
17,11,2010,78.0,VIC,Ballarat,Ballarat North,11,2010-11-17
18,11,2010,89.0,VIC,Ballarat,Ballarat North,17,2010-11-18
19,11,2010,64.0,VIC,Ballarat,Ballarat North,31,2010-11-19
20,11,2010,67.0,VIC,Ballarat,Ballarat North,6,2010-11-20
21,11,2010,60.0,VIC,Ballarat,Ballarat North,24,2010-11-21
22,11,2010,57.0,VIC,Ballarat,Ballarat North,20,2010-11-22
23,11,2010,55.0,VIC,Ballarat,Ballarat North,28,2010-11-23
24,11,2010,77.0,VIC,Ballarat,Ballarat North,24,2010-11-24
25,11,2010,100.0,VIC,Ballarat,Ballarat North,13,2010-11-25
26,11,2010,93.0,VIC,Ballarat,Ballarat North,11,2010-11-26
27,11,2010,99.0,VIC,Ballarat,Ballarat North,15,2010-11-27
28,11,2010,91.0,VIC,Ballarat,Ballarat North,35,2010-11-28
29,11,2010,84.0,VIC,Ballarat,Ballarat North,33,2010-11-29
30,11,2010,90.0,VIC,Ballarat,Ballarat North,31,2010-11-30
1,12,2010,99.0,VIC,Ballarat,Ballarat North,19,2010-12-01
2,12,2010,84.0,VIC,Ballarat,Ballarat North,15,2010-12-02
3,12,2010,94.0,VIC,Ballarat,Ballarat North,19,2010-12-03
4,12,2010,83.0,VIC,Ballarat,Ballarat North,30,2010-12-04
5,12,2010,54.0,VIC,Ballarat,Ballarat North,7,2010-12-05
6,12,2010,72.0,VIC,Ballarat,Ballarat North,28,2010-12-06
7,12,2010,82.0,VIC,Ballarat,Ballarat North,37,2010-12-07
8,12,2010,100.0,VIC,Ballarat,Ballarat North,30,2010-12-08
9,12,2010,81.0,VIC,Ballarat,Ballarat North,4,2010-12-09
10,12,2010,63.0,VIC,Ballarat,Ballarat North,28,2010-12-10
11,12,2010,97.0,VIC,Ballarat,Ballarat North,30,2010-12-11
12,12,2010,78.0,VIC,Ballarat,Ballarat North,30,2010-12-12
13,12,2010,66.0,VIC,Ballarat,Ballarat North,20,2010-12-13
14,12,2010,65.0,VIC,Ballarat,Ballarat North,15,2010-12-14
15,12,2010,55.0,VIC,Ballarat,Ballarat North,44,2010-12-15
16,12,2010,73.0,VIC,Ballarat,Ballarat North,15,2010-12-16
17,12,2010,65.0,VIC,Ballarat,Ballarat North,28,2010-12-17
18,12,2010,98.0,VIC,Ballarat,Ballarat North,19,2010-12-18
19,12,2010,73.0,VIC,Ballarat,Ballarat North,31,2010-12-19
20,12,2010,77.0,VIC,Ballarat,Ballarat North,26,2010-12-20
21,12,2010,98.0,VIC,Ballarat,Ballarat North,19,2010-12-21
22,12,2010,77.0,VIC,Ballarat,Ballarat North,9,2010-12-22
23,12,2010,70.0,VIC,Ballarat,Ballarat North,24,2010-12-23
